video_path,pseudo_label,confidence
/Data/florian.guillaumey/val2/test/video_101240,22,0.314719
/Data/florian.guillaumey/val2/test/video_10125,8,0.832435
/Data/florian.guillaumey/val2/test/video_101261,29,0.308329
/Data/florian.guillaumey/val2/test/video_101298,1,0.182388
/Data/florian.guillaumey/val2/test/video_101370,17,0.530495
/Data/florian.guillaumey/val2/test/video_101401,28,0.869631
/Data/florian.guillaumey/val2/test/video_101481,22,0.419090
/Data/florian.guillaumey/val2/test/video_101514,12,0.723974
/Data/florian.guillaumey/val2/test/video_101532,24,0.841460
/Data/florian.guillaumey/val2/test/video_101559,28,0.373152
/Data/florian.guillaumey/val2/test/video_101631,8,0.509181
/Data/florian.guillaumey/val2/test/video_101665,12,0.842461
/Data/florian.guillaumey/val2/test/video_101697,5,0.461933
/Data/florian.guillaumey/val2/test/video_101722,5,0.711618
/Data/florian.guillaumey/val2/test/video_101797,7,0.848191
/Data/florian.guillaumey/val2/test/video_101814,14,0.877041
/Data/florian.guillaumey/val2/test/video_101828,0,0.514075
/Data/florian.guillaumey/val2/test/video_101854,22,0.240337
/Data/florian.guillaumey/val2/test/video_101907,6,0.165958
/Data/florian.guillaumey/val2/test/video_101908,31,0.419499
/Data/florian.guillaumey/val2/test/video_101913,0,0.640241
/Data/florian.guillaumey/val2/test/video_101922,32,0.683415
/Data/florian.guillaumey/val2/test/video_101937,0,0.432344
/Data/florian.guillaumey/val2/test/video_101978,10,0.337866
/Data/florian.guillaumey/val2/test/video_101988,12,0.711068
/Data/florian.guillaumey/val2/test/video_102053,1,0.903754
/Data/florian.guillaumey/val2/test/video_102145,5,0.702537
/Data/florian.guillaumey/val2/test/video_102185,30,0.379904
/Data/florian.guillaumey/val2/test/video_10221,17,0.263011
/Data/florian.guillaumey/val2/test/video_102257,14,0.843578
/Data/florian.guillaumey/val2/test/video_102285,13,0.780260
/Data/florian.guillaumey/val2/test/video_102323,5,0.920468
/Data/florian.guillaumey/val2/test/video_102327,19,0.353504
/Data/florian.guillaumey/val2/test/video_102333,16,0.168370
/Data/florian.guillaumey/val2/test/video_102350,12,0.891908
/Data/florian.guillaumey/val2/test/video_102367,7,0.896739
/Data/florian.guillaumey/val2/test/video_102379,5,0.848781
/Data/florian.guillaumey/val2/test/video_102396,31,0.855776
/Data/florian.guillaumey/val2/test/video_102397,31,0.526637
/Data/florian.guillaumey/val2/test/video_102471,4,0.368271
/Data/florian.guillaumey/val2/test/video_102482,30,0.839301
/Data/florian.guillaumey/val2/test/video_102495,23,0.486697
/Data/florian.guillaumey/val2/test/video_10257,12,0.735068
/Data/florian.guillaumey/val2/test/video_102598,28,0.832722
/Data/florian.guillaumey/val2/test/video_102607,3,0.862296
/Data/florian.guillaumey/val2/test/video_102636,5,0.183716
/Data/florian.guillaumey/val2/test/video_102649,31,0.774739
/Data/florian.guillaumey/val2/test/video_102695,29,0.249673
/Data/florian.guillaumey/val2/test/video_102703,28,0.353963
/Data/florian.guillaumey/val2/test/video_102747,1,0.596201
/Data/florian.guillaumey/val2/test/video_10275,5,0.261516
/Data/florian.guillaumey/val2/test/video_102769,29,0.502714
/Data/florian.guillaumey/val2/test/video_102770,3,0.898170
/Data/florian.guillaumey/val2/test/video_102799,1,0.447837
/Data/florian.guillaumey/val2/test/video_102811,10,0.790883
/Data/florian.guillaumey/val2/test/video_102832,30,0.141403
/Data/florian.guillaumey/val2/test/video_102833,3,0.188417
/Data/florian.guillaumey/val2/test/video_102871,8,0.637977
/Data/florian.guillaumey/val2/test/video_102920,30,0.800236
/Data/florian.guillaumey/val2/test/video_10294,28,0.848799
/Data/florian.guillaumey/val2/test/video_102950,14,0.706525
/Data/florian.guillaumey/val2/test/video_102977,24,0.223233
/Data/florian.guillaumey/val2/test/video_102991,6,0.373677
/Data/florian.guillaumey/val2/test/video_102996,32,0.331340
/Data/florian.guillaumey/val2/test/video_103017,21,0.446553
/Data/florian.guillaumey/val2/test/video_103028,13,0.901646
/Data/florian.guillaumey/val2/test/video_103043,9,0.235279
/Data/florian.guillaumey/val2/test/video_103045,7,0.720254
/Data/florian.guillaumey/val2/test/video_103064,18,0.506117
/Data/florian.guillaumey/val2/test/video_103120,6,0.367508
/Data/florian.guillaumey/val2/test/video_103152,5,0.296376
/Data/florian.guillaumey/val2/test/video_103155,2,0.658814
/Data/florian.guillaumey/val2/test/video_103189,30,0.589038
/Data/florian.guillaumey/val2/test/video_103288,29,0.208023
/Data/florian.guillaumey/val2/test/video_103305,31,0.845062
/Data/florian.guillaumey/val2/test/video_10331,15,0.426198
/Data/florian.guillaumey/val2/test/video_103381,10,0.419875
/Data/florian.guillaumey/val2/test/video_103439,4,0.903642
/Data/florian.guillaumey/val2/test/video_103447,22,0.387468
/Data/florian.guillaumey/val2/test/video_103491,14,0.416394
/Data/florian.guillaumey/val2/test/video_103495,1,0.646967
/Data/florian.guillaumey/val2/test/video_103511,23,0.365898
/Data/florian.guillaumey/val2/test/video_103525,1,0.459681
/Data/florian.guillaumey/val2/test/video_103534,12,0.462436
/Data/florian.guillaumey/val2/test/video_103593,6,0.477124
/Data/florian.guillaumey/val2/test/video_103684,1,0.505642
/Data/florian.guillaumey/val2/test/video_103777,15,0.149057
/Data/florian.guillaumey/val2/test/video_103789,6,0.830562
/Data/florian.guillaumey/val2/test/video_10381,2,0.789699
/Data/florian.guillaumey/val2/test/video_103815,3,0.894603
/Data/florian.guillaumey/val2/test/video_103896,31,0.877451
/Data/florian.guillaumey/val2/test/video_103914,9,0.804739
/Data/florian.guillaumey/val2/test/video_103917,23,0.904516
/Data/florian.guillaumey/val2/test/video_103923,17,0.737189
/Data/florian.guillaumey/val2/test/video_103949,3,0.851594
/Data/florian.guillaumey/val2/test/video_103960,11,0.241214
/Data/florian.guillaumey/val2/test/video_103999,22,0.372285
/Data/florian.guillaumey/val2/test/video_104062,14,0.826335
/Data/florian.guillaumey/val2/test/video_104089,1,0.454318
/Data/florian.guillaumey/val2/test/video_104098,14,0.391159
/Data/florian.guillaumey/val2/test/video_104180,10,0.478969
/Data/florian.guillaumey/val2/test/video_104201,29,0.779788
/Data/florian.guillaumey/val2/test/video_104205,12,0.822428
/Data/florian.guillaumey/val2/test/video_104233,14,0.343133
/Data/florian.guillaumey/val2/test/video_104277,3,0.764259
/Data/florian.guillaumey/val2/test/video_104331,1,0.776082
/Data/florian.guillaumey/val2/test/video_104339,28,0.474561
/Data/florian.guillaumey/val2/test/video_104363,23,0.303732
/Data/florian.guillaumey/val2/test/video_10438,18,0.488199
/Data/florian.guillaumey/val2/test/video_104386,24,0.865366
/Data/florian.guillaumey/val2/test/video_104410,18,0.809101
/Data/florian.guillaumey/val2/test/video_104414,8,0.753144
/Data/florian.guillaumey/val2/test/video_104416,18,0.429951
/Data/florian.guillaumey/val2/test/video_104424,3,0.716637
/Data/florian.guillaumey/val2/test/video_10448,16,0.131040
/Data/florian.guillaumey/val2/test/video_104482,30,0.370200
/Data/florian.guillaumey/val2/test/video_104488,13,0.642930
/Data/florian.guillaumey/val2/test/video_104516,29,0.598710
/Data/florian.guillaumey/val2/test/video_104523,22,0.761779
/Data/florian.guillaumey/val2/test/video_10455,0,0.210344
/Data/florian.guillaumey/val2/test/video_104560,31,0.266588
/Data/florian.guillaumey/val2/test/video_104592,28,0.524333
/Data/florian.guillaumey/val2/test/video_104598,31,0.781407
/Data/florian.guillaumey/val2/test/video_104602,28,0.889497
/Data/florian.guillaumey/val2/test/video_104636,30,0.442904
/Data/florian.guillaumey/val2/test/video_10465,1,0.605047
/Data/florian.guillaumey/val2/test/video_104660,30,0.866056
/Data/florian.guillaumey/val2/test/video_104734,23,0.412600
/Data/florian.guillaumey/val2/test/video_104737,14,0.292092
/Data/florian.guillaumey/val2/test/video_104755,22,0.109759
/Data/florian.guillaumey/val2/test/video_104758,30,0.452177
/Data/florian.guillaumey/val2/test/video_104762,4,0.503351
/Data/florian.guillaumey/val2/test/video_104876,0,0.702771
/Data/florian.guillaumey/val2/test/video_104880,31,0.843565
/Data/florian.guillaumey/val2/test/video_104892,28,0.733573
/Data/florian.guillaumey/val2/test/video_1049,12,0.690619
/Data/florian.guillaumey/val2/test/video_104943,28,0.890544
/Data/florian.guillaumey/val2/test/video_105004,32,0.595515
/Data/florian.guillaumey/val2/test/video_105058,31,0.762545
/Data/florian.guillaumey/val2/test/video_105082,1,0.813361
/Data/florian.guillaumey/val2/test/video_105133,1,0.554156
/Data/florian.guillaumey/val2/test/video_105141,30,0.560739
/Data/florian.guillaumey/val2/test/video_105154,31,0.434234
/Data/florian.guillaumey/val2/test/video_105187,24,0.708879
/Data/florian.guillaumey/val2/test/video_105204,11,0.810497
/Data/florian.guillaumey/val2/test/video_105280,31,0.217900
/Data/florian.guillaumey/val2/test/video_105337,29,0.219052
/Data/florian.guillaumey/val2/test/video_105364,15,0.319999
/Data/florian.guillaumey/val2/test/video_105485,6,0.782211
/Data/florian.guillaumey/val2/test/video_105550,4,0.722443
/Data/florian.guillaumey/val2/test/video_105554,31,0.381205
/Data/florian.guillaumey/val2/test/video_105563,5,0.839814
/Data/florian.guillaumey/val2/test/video_10565,28,0.843055
/Data/florian.guillaumey/val2/test/video_105653,2,0.593566
/Data/florian.guillaumey/val2/test/video_105657,15,0.530111
/Data/florian.guillaumey/val2/test/video_105670,10,0.438667
/Data/florian.guillaumey/val2/test/video_105674,29,0.882656
/Data/florian.guillaumey/val2/test/video_105738,16,0.195710
/Data/florian.guillaumey/val2/test/video_10581,4,0.306981
/Data/florian.guillaumey/val2/test/video_105855,22,0.463171
/Data/florian.guillaumey/val2/test/video_105876,0,0.384787
/Data/florian.guillaumey/val2/test/video_105904,4,0.326564
/Data/florian.guillaumey/val2/test/video_105907,5,0.839130
/Data/florian.guillaumey/val2/test/video_105933,28,0.263113
/Data/florian.guillaumey/val2/test/video_105980,6,0.846684
/Data/florian.guillaumey/val2/test/video_106008,1,0.822708
/Data/florian.guillaumey/val2/test/video_10602,10,0.372547
/Data/florian.guillaumey/val2/test/video_106065,5,0.819521
/Data/florian.guillaumey/val2/test/video_106066,4,0.402853
/Data/florian.guillaumey/val2/test/video_106121,17,0.389455
/Data/florian.guillaumey/val2/test/video_106128,31,0.310574
/Data/florian.guillaumey/val2/test/video_106153,10,0.289189
/Data/florian.guillaumey/val2/test/video_106158,9,0.433963
/Data/florian.guillaumey/val2/test/video_106201,14,0.496929
/Data/florian.guillaumey/val2/test/video_106205,31,0.819575
/Data/florian.guillaumey/val2/test/video_106226,13,0.772907
/Data/florian.guillaumey/val2/test/video_106234,30,0.770341
/Data/florian.guillaumey/val2/test/video_106299,10,0.186972
/Data/florian.guillaumey/val2/test/video_106385,1,0.177417
/Data/florian.guillaumey/val2/test/video_106464,6,0.870940
/Data/florian.guillaumey/val2/test/video_106569,1,0.767610
/Data/florian.guillaumey/val2/test/video_106589,15,0.924407
/Data/florian.guillaumey/val2/test/video_106649,5,0.691557
/Data/florian.guillaumey/val2/test/video_106690,6,0.670574
/Data/florian.guillaumey/val2/test/video_106695,3,0.887426
/Data/florian.guillaumey/val2/test/video_106768,14,0.314844
/Data/florian.guillaumey/val2/test/video_106793,30,0.319680
/Data/florian.guillaumey/val2/test/video_106868,30,0.238858
/Data/florian.guillaumey/val2/test/video_106893,12,0.501324
/Data/florian.guillaumey/val2/test/video_106897,21,0.834818
/Data/florian.guillaumey/val2/test/video_106938,4,0.423879
/Data/florian.guillaumey/val2/test/video_106969,1,0.440917
/Data/florian.guillaumey/val2/test/video_106981,22,0.438752
/Data/florian.guillaumey/val2/test/video_106982,4,0.856311
/Data/florian.guillaumey/val2/test/video_10701,31,0.793786
/Data/florian.guillaumey/val2/test/video_107027,14,0.351635
/Data/florian.guillaumey/val2/test/video_107049,4,0.445804
/Data/florian.guillaumey/val2/test/video_10705,24,0.216535
/Data/florian.guillaumey/val2/test/video_107055,8,0.910699
/Data/florian.guillaumey/val2/test/video_107056,1,0.350135
/Data/florian.guillaumey/val2/test/video_107093,8,0.882991
/Data/florian.guillaumey/val2/test/video_107124,23,0.861458
/Data/florian.guillaumey/val2/test/video_107193,12,0.840850
/Data/florian.guillaumey/val2/test/video_107200,32,0.880363
/Data/florian.guillaumey/val2/test/video_107210,31,0.629251
/Data/florian.guillaumey/val2/test/video_107220,7,0.886362
/Data/florian.guillaumey/val2/test/video_107227,28,0.273294
/Data/florian.guillaumey/val2/test/video_107241,10,0.919429
/Data/florian.guillaumey/val2/test/video_107290,8,0.406813
/Data/florian.guillaumey/val2/test/video_107311,6,0.706348
/Data/florian.guillaumey/val2/test/video_10737,9,0.825042
/Data/florian.guillaumey/val2/test/video_107379,18,0.496026
/Data/florian.guillaumey/val2/test/video_10741,4,0.567277
/Data/florian.guillaumey/val2/test/video_107428,32,0.760669
/Data/florian.guillaumey/val2/test/video_107516,1,0.863042
/Data/florian.guillaumey/val2/test/video_107540,12,0.524336
/Data/florian.guillaumey/val2/test/video_107541,14,0.240625
/Data/florian.guillaumey/val2/test/video_107552,6,0.756974
/Data/florian.guillaumey/val2/test/video_107562,18,0.265457
/Data/florian.guillaumey/val2/test/video_107653,29,0.359563
/Data/florian.guillaumey/val2/test/video_107665,15,0.643958
/Data/florian.guillaumey/val2/test/video_107684,14,0.643853
/Data/florian.guillaumey/val2/test/video_107734,6,0.787926
/Data/florian.guillaumey/val2/test/video_107746,1,0.799036
/Data/florian.guillaumey/val2/test/video_107764,3,0.872891
/Data/florian.guillaumey/val2/test/video_107807,1,0.354801
/Data/florian.guillaumey/val2/test/video_107832,14,0.610416
/Data/florian.guillaumey/val2/test/video_107841,14,0.382570
/Data/florian.guillaumey/val2/test/video_107842,30,0.173857
/Data/florian.guillaumey/val2/test/video_107904,24,0.795327
/Data/florian.guillaumey/val2/test/video_107980,30,0.864451
/Data/florian.guillaumey/val2/test/video_107991,14,0.294879
/Data/florian.guillaumey/val2/test/video_107994,15,0.363880
/Data/florian.guillaumey/val2/test/video_108009,9,0.820517
/Data/florian.guillaumey/val2/test/video_108043,4,0.334220
/Data/florian.guillaumey/val2/test/video_108059,16,0.260556
/Data/florian.guillaumey/val2/test/video_108060,9,0.275843
/Data/florian.guillaumey/val2/test/video_108078,19,0.701366
/Data/florian.guillaumey/val2/test/video_108131,28,0.885204
/Data/florian.guillaumey/val2/test/video_108194,23,0.855005
/Data/florian.guillaumey/val2/test/video_108207,24,0.199944
/Data/florian.guillaumey/val2/test/video_108214,24,0.406052
/Data/florian.guillaumey/val2/test/video_108269,30,0.515835
/Data/florian.guillaumey/val2/test/video_108298,12,0.758414
/Data/florian.guillaumey/val2/test/video_108340,10,0.313285
/Data/florian.guillaumey/val2/test/video_108354,1,0.898027
/Data/florian.guillaumey/val2/test/video_108356,29,0.609091
/Data/florian.guillaumey/val2/test/video_108370,0,0.288260
/Data/florian.guillaumey/val2/test/video_108405,26,0.517655
/Data/florian.guillaumey/val2/test/video_108428,31,0.825593
/Data/florian.guillaumey/val2/test/video_10850,2,0.216570
/Data/florian.guillaumey/val2/test/video_108511,6,0.806809
/Data/florian.guillaumey/val2/test/video_10852,31,0.206405
/Data/florian.guillaumey/val2/test/video_108534,23,0.117085
/Data/florian.guillaumey/val2/test/video_108586,14,0.451845
/Data/florian.guillaumey/val2/test/video_108594,16,0.400618
/Data/florian.guillaumey/val2/test/video_1086,8,0.497995
/Data/florian.guillaumey/val2/test/video_108605,0,0.451231
/Data/florian.guillaumey/val2/test/video_108634,11,0.343657
/Data/florian.guillaumey/val2/test/video_108639,20,0.851456
/Data/florian.guillaumey/val2/test/video_108689,14,0.091445
/Data/florian.guillaumey/val2/test/video_108692,24,0.272460
/Data/florian.guillaumey/val2/test/video_10872,31,0.780037
/Data/florian.guillaumey/val2/test/video_108751,14,0.736554
/Data/florian.guillaumey/val2/test/video_108775,6,0.915788
/Data/florian.guillaumey/val2/test/video_10879,14,0.617677
/Data/florian.guillaumey/val2/test/video_108805,6,0.776106
/Data/florian.guillaumey/val2/test/video_10886,31,0.343051
/Data/florian.guillaumey/val2/test/video_108882,3,0.336496
/Data/florian.guillaumey/val2/test/video_108893,1,0.877896
/Data/florian.guillaumey/val2/test/video_108990,3,0.155328
/Data/florian.guillaumey/val2/test/video_109000,23,0.344634
/Data/florian.guillaumey/val2/test/video_109069,30,0.669737
/Data/florian.guillaumey/val2/test/video_10910,16,0.602027
/Data/florian.guillaumey/val2/test/video_109115,16,0.487923
/Data/florian.guillaumey/val2/test/video_109117,8,0.745782
/Data/florian.guillaumey/val2/test/video_109182,32,0.325202
/Data/florian.guillaumey/val2/test/video_109199,31,0.780620
/Data/florian.guillaumey/val2/test/video_10926,23,0.841455
/Data/florian.guillaumey/val2/test/video_109275,17,0.741257
/Data/florian.guillaumey/val2/test/video_109301,6,0.650934
/Data/florian.guillaumey/val2/test/video_109323,23,0.676555
/Data/florian.guillaumey/val2/test/video_10933,31,0.762457
/Data/florian.guillaumey/val2/test/video_109345,8,0.684467
/Data/florian.guillaumey/val2/test/video_109368,31,0.550110
/Data/florian.guillaumey/val2/test/video_109372,1,0.480922
/Data/florian.guillaumey/val2/test/video_109427,14,0.127651
/Data/florian.guillaumey/val2/test/video_109438,10,0.585016
/Data/florian.guillaumey/val2/test/video_109473,1,0.404904
/Data/florian.guillaumey/val2/test/video_109556,3,0.908848
/Data/florian.guillaumey/val2/test/video_109559,5,0.372260
/Data/florian.guillaumey/val2/test/video_109585,9,0.786061
/Data/florian.guillaumey/val2/test/video_109674,31,0.708997
/Data/florian.guillaumey/val2/test/video_109691,12,0.810445
/Data/florian.guillaumey/val2/test/video_109749,28,0.872826
/Data/florian.guillaumey/val2/test/video_109762,23,0.879590
/Data/florian.guillaumey/val2/test/video_109769,24,0.598912
/Data/florian.guillaumey/val2/test/video_109779,23,0.855054
/Data/florian.guillaumey/val2/test/video_109849,7,0.240772
/Data/florian.guillaumey/val2/test/video_109896,15,0.202069
/Data/florian.guillaumey/val2/test/video_109942,22,0.173443
/Data/florian.guillaumey/val2/test/video_109974,22,0.612467
/Data/florian.guillaumey/val2/test/video_109996,1,0.743332
/Data/florian.guillaumey/val2/test/video_11,30,0.446402
/Data/florian.guillaumey/val2/test/video_11000,3,0.778973
/Data/florian.guillaumey/val2/test/video_110045,8,0.736679
/Data/florian.guillaumey/val2/test/video_110088,6,0.903752
/Data/florian.guillaumey/val2/test/video_110097,14,0.314601
/Data/florian.guillaumey/val2/test/video_11014,0,0.472807
/Data/florian.guillaumey/val2/test/video_110144,14,0.856077
/Data/florian.guillaumey/val2/test/video_110227,24,0.581228
/Data/florian.guillaumey/val2/test/video_110265,16,0.806311
/Data/florian.guillaumey/val2/test/video_110277,19,0.486983
/Data/florian.guillaumey/val2/test/video_110306,15,0.862145
/Data/florian.guillaumey/val2/test/video_11033,14,0.211958
/Data/florian.guillaumey/val2/test/video_110357,28,0.369590
/Data/florian.guillaumey/val2/test/video_110415,9,0.524111
/Data/florian.guillaumey/val2/test/video_110429,1,0.878352
/Data/florian.guillaumey/val2/test/video_110466,18,0.589608
/Data/florian.guillaumey/val2/test/video_110538,4,0.835200
/Data/florian.guillaumey/val2/test/video_11062,31,0.705645
/Data/florian.guillaumey/val2/test/video_110636,9,0.633656
/Data/florian.guillaumey/val2/test/video_110644,29,0.921686
/Data/florian.guillaumey/val2/test/video_11065,7,0.917355
/Data/florian.guillaumey/val2/test/video_110652,9,0.571815
/Data/florian.guillaumey/val2/test/video_110729,22,0.639147
/Data/florian.guillaumey/val2/test/video_110739,7,0.896100
/Data/florian.guillaumey/val2/test/video_110771,18,0.426108
/Data/florian.guillaumey/val2/test/video_110787,5,0.716731
/Data/florian.guillaumey/val2/test/video_110810,6,0.828008
/Data/florian.guillaumey/val2/test/video_110831,24,0.452644
/Data/florian.guillaumey/val2/test/video_110834,30,0.272691
/Data/florian.guillaumey/val2/test/video_110914,15,0.307695
/Data/florian.guillaumey/val2/test/video_110960,1,0.554184
/Data/florian.guillaumey/val2/test/video_110981,18,0.596412
/Data/florian.guillaumey/val2/test/video_110984,14,0.501327
/Data/florian.guillaumey/val2/test/video_11102,4,0.652205
/Data/florian.guillaumey/val2/test/video_111051,28,0.439542
/Data/florian.guillaumey/val2/test/video_111096,30,0.681911
/Data/florian.guillaumey/val2/test/video_11110,1,0.435428
/Data/florian.guillaumey/val2/test/video_111126,22,0.378337
/Data/florian.guillaumey/val2/test/video_111133,29,0.100325
/Data/florian.guillaumey/val2/test/video_111136,29,0.718485
/Data/florian.guillaumey/val2/test/video_111139,3,0.414541
/Data/florian.guillaumey/val2/test/video_111399,5,0.095183
/Data/florian.guillaumey/val2/test/video_111462,12,0.604858
/Data/florian.guillaumey/val2/test/video_111481,24,0.445912
/Data/florian.guillaumey/val2/test/video_111485,5,0.788860
/Data/florian.guillaumey/val2/test/video_111498,28,0.134786
/Data/florian.guillaumey/val2/test/video_111571,1,0.276523
/Data/florian.guillaumey/val2/test/video_111572,16,0.779155
/Data/florian.guillaumey/val2/test/video_111577,4,0.852440
/Data/florian.guillaumey/val2/test/video_111611,20,0.231451
/Data/florian.guillaumey/val2/test/video_111617,7,0.838751
/Data/florian.guillaumey/val2/test/video_111622,10,0.420221
/Data/florian.guillaumey/val2/test/video_111669,31,0.591784
/Data/florian.guillaumey/val2/test/video_111685,0,0.870333
/Data/florian.guillaumey/val2/test/video_111715,11,0.703247
/Data/florian.guillaumey/val2/test/video_111734,30,0.891216
/Data/florian.guillaumey/val2/test/video_111760,30,0.878355
/Data/florian.guillaumey/val2/test/video_111776,0,0.308370
/Data/florian.guillaumey/val2/test/video_111779,28,0.878629
/Data/florian.guillaumey/val2/test/video_111782,31,0.294047
/Data/florian.guillaumey/val2/test/video_111865,23,0.804044
/Data/florian.guillaumey/val2/test/video_111916,14,0.458436
/Data/florian.guillaumey/val2/test/video_111917,9,0.679524
/Data/florian.guillaumey/val2/test/video_111951,5,0.927068
/Data/florian.guillaumey/val2/test/video_111956,23,0.764453
/Data/florian.guillaumey/val2/test/video_111980,15,0.673244
/Data/florian.guillaumey/val2/test/video_111982,13,0.225703
/Data/florian.guillaumey/val2/test/video_11202,14,0.548465
/Data/florian.guillaumey/val2/test/video_112036,0,0.369396
/Data/florian.guillaumey/val2/test/video_11205,7,0.601505
/Data/florian.guillaumey/val2/test/video_112062,29,0.482497
/Data/florian.guillaumey/val2/test/video_11207,17,0.337687
/Data/florian.guillaumey/val2/test/video_11208,19,0.531710
/Data/florian.guillaumey/val2/test/video_11211,7,0.827462
/Data/florian.guillaumey/val2/test/video_112115,12,0.794037
/Data/florian.guillaumey/val2/test/video_112127,30,0.398150
/Data/florian.guillaumey/val2/test/video_112138,28,0.580784
/Data/florian.guillaumey/val2/test/video_112145,0,0.226730
/Data/florian.guillaumey/val2/test/video_112190,24,0.214608
/Data/florian.guillaumey/val2/test/video_112203,4,0.335553
/Data/florian.guillaumey/val2/test/video_112219,19,0.510507
/Data/florian.guillaumey/val2/test/video_112242,11,0.403912
/Data/florian.guillaumey/val2/test/video_112249,3,0.760222
/Data/florian.guillaumey/val2/test/video_112323,31,0.886878
/Data/florian.guillaumey/val2/test/video_112355,7,0.871598
/Data/florian.guillaumey/val2/test/video_112359,18,0.822644
/Data/florian.guillaumey/val2/test/video_112384,16,0.694744
/Data/florian.guillaumey/val2/test/video_112398,28,0.550046
/Data/florian.guillaumey/val2/test/video_112439,19,0.513203
/Data/florian.guillaumey/val2/test/video_112446,20,0.858489
/Data/florian.guillaumey/val2/test/video_112473,32,0.879657
/Data/florian.guillaumey/val2/test/video_112520,31,0.787374
/Data/florian.guillaumey/val2/test/video_112526,5,0.247004
/Data/florian.guillaumey/val2/test/video_112562,4,0.923609
/Data/florian.guillaumey/val2/test/video_1126,10,0.652676
/Data/florian.guillaumey/val2/test/video_112623,31,0.322834
/Data/florian.guillaumey/val2/test/video_112625,28,0.624886
/Data/florian.guillaumey/val2/test/video_112634,23,0.321769
/Data/florian.guillaumey/val2/test/video_112652,28,0.392056
/Data/florian.guillaumey/val2/test/video_112693,22,0.520393
/Data/florian.guillaumey/val2/test/video_112700,12,0.863659
/Data/florian.guillaumey/val2/test/video_112729,30,0.766298
/Data/florian.guillaumey/val2/test/video_112875,14,0.613412
/Data/florian.guillaumey/val2/test/video_112887,3,0.899880
/Data/florian.guillaumey/val2/test/video_112888,4,0.931962
/Data/florian.guillaumey/val2/test/video_112914,4,0.883640
/Data/florian.guillaumey/val2/test/video_112950,5,0.533290
/Data/florian.guillaumey/val2/test/video_112960,24,0.212686
/Data/florian.guillaumey/val2/test/video_112973,10,0.750768
/Data/florian.guillaumey/val2/test/video_113032,6,0.826595
/Data/florian.guillaumey/val2/test/video_113037,15,0.523531
/Data/florian.guillaumey/val2/test/video_113039,3,0.133375
/Data/florian.guillaumey/val2/test/video_113118,1,0.530665
/Data/florian.guillaumey/val2/test/video_113150,26,0.559809
/Data/florian.guillaumey/val2/test/video_113183,6,0.787977
/Data/florian.guillaumey/val2/test/video_1132,28,0.324727
/Data/florian.guillaumey/val2/test/video_113218,4,0.786555
/Data/florian.guillaumey/val2/test/video_113255,28,0.562728
/Data/florian.guillaumey/val2/test/video_113256,28,0.864631
/Data/florian.guillaumey/val2/test/video_113299,10,0.631931
